rank.sign.logp.heart	rank.sign.logp.lung	rank.sign.logp.kidney	rank.sign.logp.spleen
12313	10960	7193	10194
15321	14032	15063	14868
4443	5372	11371	11839
10467	11903	12069	6176
12598	10022	12497	13405
3585	4294	2004	2812
1914	3589	6653	479
1924	3628	664	686
768	1152	567	13
11997	11799	2576	10104
1508	5123	1136	1171
7805	9265	1559	2466
6395	5607	6103	3980
3966	744	1076	191
3010	9355	6707	10380
11231	13609	12723	12014
12465	14994	14234	14760
12139	13410	14200	13056
12243	14606	13628	10155
1545	4451	6516	5619
1568	1340	11315	7275
4976	11709	7591	11088
1825	3739	6269	7948
10263	2965	755	11010
2876	5285	9560	8068
5944	5294	9098	8634
2409	173	2372	3815
8379	3353	3533	7446
9269	1732	5882	1777
4667	111	6293	5318
12392	8792	12064	4333
8761	11180	8785	9091
12215	10805	12701	13180
12034	14411	10686	14296
6753	6736	3037	4853
4441	6040	3031	4779
9223	2679	4163	977
62	230	1074	6998
7787	7762	10822	12350
14015	14834	12545	14688
10181	13458	14474	13581
4930	9418	13920	13534
3185	2199	10787	6119
1881	12356	9530	4952
10667	12856	10640	4960
670	5901	5652	7078
6396	12462	2120	13729
2033	10743	10329	9202
9579	11328	11857	9963
10984	7428	5994	4895
4858	12480	8202	13506
1149	1485	5456	1468
11278	10970	10584	6723
1425	9402	6253	8811
10484	13272	12599	11504
6833	12179	7336	12132
2838	3456	3054	3092
12321	3873	832	6713
14800	11959	14951	13228
1158	565	4495	1987
6107	8074	8271	7361
10653	8946	6027	6381
2140	3619	1488	497
7708	9144	5396	4566
10741	3939	8042	6227
4516	7352	9240	10962
13643	10550	14984	13788
12086	9705	9776	10318
6980	6192	4145	6299
9627	10138	11195	13166
13757	13560	11383	11198
8172	8942	12281	8930
13196	7807	5689	8563
1624	227	5224	2799
4482	3717	1925	570
4266	3581	3106	13498
2138	7719	13351	12077
13683	10786	15267	13173
34	3742	6665	5378
6060	8563	8474	9246
10417	7138	8700	6182
8551	3925	2923	4215
7	399	6805	2219
3875	12879	5496	8567
14682	13827	6587	11591
11922	8300	7376	3715
11323	14535	4530	12689
2564	6356	5523	5168
2387	3976	3105	4713
5646	7019	12575	13843
15346	14148	14935	15053
11992	9844	12637	13831
4388	7279	4680	10377
406	83	444	42
7936	4017	5026	4457
14083	10864	11599	11235
15211	14069	14083	15126
7816	5522	9384	4631
7593	14989	15000	15236
5957	10939	8473	7531
1285	3049	2723	2061
14182	13083	8895	10587
11458	6883	4013	6401
11441	8832	4029	7033
12210	3204	2036	877
10160	13275	7175	10824
14062	5190	7696	8973
7989	11237	5236	11937
14641	13541	14676	14062
15063	13009	15165	13110
648	3020	246	3531
10401	1345	826	1270
1475	540	1845	454
14899	11481	11910	11057
8951	7787	11311	9845
4721	4686	8249	3041
13826	14246	13679	10116
14866	15343	15223	15300
14980	12776	14687	13990
3346	2501	1268	567
2333	6016	3371	4822
3892	1283	5120	2727
7082	8777	7732	10788
7481	14395	7900	9205
277	434	366	351
11521	5698	9241	7959
14036	13831	13930	15037
3820	3688	4421	4942
11698	1735	5513	1258
8563	8683	8051	11748
8862	5383	1056	4143
6377	4533	8216	3326
4434	3768	6592	3738
6391	4792	6560	7776
13207	14964	11483	12944
12127	9780	9371	12052
11869	14848	12878	6058
1245	3365	651	902
2088	5243	14038	8846
6728	3287	6746	9974
6915	9095	3886	14605
3499	10092	8401	9044
9823	9810	6673	4169
6741	6581	12306	8997
15280	15098	14400	15055
13644	15391	11728	15012
14603	7121	2493	12223
14802	10555	12183	13717
13164	7879	10252	10103
13560	9899	9332	13744
10504	7540	5326	7582
15001	12488	10792	13599
4431	14397	14197	13052
2244	4169	808	3626
1964	6055	8794	5384
8612	13913	7864	6971
13852	14704	12582	14747
14507	14422	14681	14263
3025	5299	8952	4879
5865	9973	13317	11368
11462	12105	14849	14573
2880	5196	3666	2236
5391	9911	10412	5489
8274	7726	7247	6686
10522	7588	1375	2388
11511	4191	405	2316
3575	1240	559	65
10774	11977	546	9037
5474	3864	30	965
835	7654	4880	6791
9952	7329	12186	9275
2383	7395	77	1858
1274	2076	364	407
624	6297	84	1517
29	1971	9	393
963	2921	570	258
13566	11863	14362	12164
923	2122	969	93
1292	1200	781	724
2832	613	1868	1293
15412	15447	13515	13945
7614	7845	6221	12139
2133	1972	13028	10878
11200	9099	1000	5611
14401	14710	14852	15005
13355	12211	4153	9430
7656	11135	3836	4867
305	1080	340	433
6985	5538	1857	5424
161	14	1346	641
6701	514	12000	11744
6245	1063	733	845
8763	566	387	767
10081	10291	11332	5430
655	624	1189	489
2513	330	502	513
800	949	83	156
649	2640	1234	747
12035	14406	13286	14925
6541	1130	497	508
8532	2303	7351	10368
12151	12846	10262	8474
13712	10710	13882	10756
3732	8097	4411	10324
4255	6086	9399	11295
9242	7594	12498	14112
9033	10642	9714	9628
6613	2217	12202	3907
6621	4263	4149	6165
14438	8750	2233	6801
13817	6180	12384	9939
14391	11035	6868	11205
1370	9012	3226	3094
888	1841	153	4026
2893	3557	1696	943
7395	1775	221	2143
10442	11537	10768	12449
9386	6905	10538	12087
6425	8234	8547	11439
2069	4640	9563	4604
12933	11688	9106	14714
14733	4284	1824	2260
10109	9804	9509	14698
14548	15214	14944	15237
15450	15460	15467	15415
1639	2541	5451	2722
14376	13381	15064	15178
4430	7860	13735	13892
14665	15313	15468	15041
14648	14909	10778	14310
12864	11911	3346	10650
8266	8757	7021	6260
3904	135	2813	4406
11552	8870	10950	14286
8925	13392	12450	13588
2109	1261	2911	3100
10613	10459	5158	11110
6618	10647	7117	4563
14765	14242	8353	13577
7342	3893	4271	4284
2401	1914	96	611
7838	12097	3965	11543
12023	14959	10960	12581
12024	14958	10961	12582
14028	12626	4343	10289
14930	13323	6788	11450
11500	8232	5156	5341
1512	3687	1341	1604
10320	3852	8348	9811
2894	6615	12201	3567
601	995	895	4775
9496	4259	10716	2947
9093	1295	6979	4255
10523	6212	8611	9591
8974	10378	5731	5940
8547	9431	5579	10584
13371	13748	7363	14419
14178	14452	13988	13213
6218	8485	13470	13251
8320	6603	6164	8315
13044	13408	1674	12799
8764	7498	4519	9020
2256	153	2835	2192
10021	10457	3846	7836
3354	4355	5242	5235
7426	7346	5957	13615
9506	5224	4993	4116
5152	1453	9312	1099
2712	2405	4107	9888
2520	8728	8972	4739
6589	4254	7606	5998
272	803	1889	1440
5177	9600	5302	6570
6565	10504	3870	10317
4437	5515	3672	3160
5856	8397	9170	8637
11489	11512	1860	8181
2398	3724	4951	6968
9789	7166	7874	6576
7635	9652	9539	6979
7502	12511	8481	4917
2861	1628	7922	698
7941	11508	10879	6111
4988	13452	5060	6383
7654	10278	8888	3881
951	1768	6029	2341
9115	8271	13518	10848
10818	11510	10793	11511
10505	10079	9136	8954
7322	9138	8770	13048
13022	14661	12535	14228
11526	11723	4743	11834
14564	9246	13633	13033
3182	7955	7111	5773
14324	15139	13891	14638
4772	1956	5499	5814
11331	14155	4184	15260
9516	5981	4558	13456
10452	11939	6120	13578
10383	10119	5375	9986
10234	10491	6257	5190
9340	3872	6412	8471
1615	2263	1157	4738
6032	8546	1441	1869
10331	9110	9601	7516
1480	3349	988	2412
14065	5181	12408	12763
743	2332	9610	2366
14599	9657	13325	7383
13205	14720	13663	11177
2621	4283	660	2288
10282	9548	348	3029
11733	10479	12025	10233
15401	15023	9611	11809
4736	7543	10803	4511
3070	2439	2572	1747
15312	15442	14679	15404
14911	15178	15309	15089
13527	14893	5552	13344
14815	13240	14233	12430
9953	11564	10381	4468
10661	10691	15380	12818
10921	15073	14531	14726
3395	9351	5573	8228
1932	1422	5334	1420
4096	2717	1258	247
1522	4996	8862	2370
4049	2600	6459	3837
11853	12608	9495	12264
7020	12212	7528	10356
9521	13092	9811	8237
7361	8220	7212	10450
3880	5544	3791	1901
7197	2290	11700	1499
12605	9045	12666	12047
6959	5975	5852	5369
4418	4310	1814	2230
11333	10748	6917	12161
14916	10299	14546	12144
15277	14403	15292	15095
13349	10587	15394	10909
13177	14808	8713	12490
335	1704	765	1487
10670	8909	7148	10771
9820	3707	13767	7454
9783	12183	11778	12413
6586	6246	4564	1962
5064	5565	5673	4316
12827	10201	12781	8400
4710	3594	6135	3159
2317	4219	5442	5657
4070	3225	1934	8234
1327	3565	1137	610
3759	3911	5460	11446
1375	3735	1050	2588
501	596	8	908
15340	14489	10226	11090
8456	2823	3425	677
8250	7938	8298	6803
5018	10107	9019	6829
14627	14729	14039	15153
7008	6272	8344	5813
212	6468	11238	7389
9620	7471	4412	3983
625	875	115	248
14710	9395	14993	13508
4982	1950	6294	707
5798	11685	10089	13397
8151	4704	7000	6722
6470	6524	8890	8598
11939	8215	9066	4727
6788	4642	4545	8442
6767	8059	9345	5345
6298	11931	12303	14223
2977	3162	6282	2409
6250	7517	9595	2885
8615	4200	3536	2413
9435	4371	8472	8249
8633	6276	3739	4166
937	922	69	206
9794	13178	14552	14093
3132	13627	8594	6731
9964	4565	5872	3000
12649	12404	8609	3904
12608	10519	11579	5541
4094	10068	3677	7478
11665	10739	10021	7505
1470	1688	646	764
6870	9146	4570	3255
324	838	4840	5279
11815	8253	2618	1496
9031	13958	13132	8613
8652	5268	1846	4003
8606	7478	2015	1356
7393	8918	10198	9513
5831	13437	14766	10657
1861	10650	11060	12321
10700	4039	6299	915
6832	4383	7693	1359
8380	5582	6347	801
12163	10602	7825	8046
14974	14838	12773	14388
11481	14088	13917	13127
11029	4760	3282	3613
9154	7267	5778	2038
8704	10339	4191	12718
1320	3236	7076	13044
13000	14951	10962	14285
2978	12661	3073	3612
2810	6386	4964	2887
14279	14679	13497	14744
11612	10832	5535	5417
4561	8036	2846	8754
15272	14765	14891	15068
15207	15390	14942	15324
10515	7601	11245	974
7057	4990	3088	8006
5235	3276	3411	8649
11945	11963	14512	10008
9698	14675	14216	14467
13789	15070	12625	14715
1651	4829	3828	7800
11727	8707	1402	5989
5125	1420	242	12628
10860	9087	8661	10070
14443	11611	8240	7336
4174	4306	3860	2368
5078	6361	7161	8660
9895	6239	9996	5667
9234	14301	9433	14144
14529	13271	9708	14441
3697	6484	8815	12300
9958	6419	1867	269
2677	7012	7499	7483
6808	7118	5929	10546
7692	8370	5633	10294
7492	10179	8499	8138
14790	10666	13021	7106
586	781	472	2093
3045	2407	1506	2018
2766	11112	9936	4379
7653	7227	3150	9194
2504	2643	1808	2912
2223	6866	10629	4955
10112	5906	7009	4254
12128	3566	4042	4735
11205	7658	10521	6844
7861	4358	8417	218
6758	10330	8452	8188
5377	9540	6429	7844
950	6574	10776	5566
8216	11356	6002	12463
2098	855	3164	1929
7689	9976	11080	7217
3597	7183	13861	9671
5437	9786	8365	6711
9309	3141	8265	13676
3814	7505	3524	3611
11525	3363	12022	5248
4092	6810	11560	9695
5694	2547	4973	3133
7285	4521	2200	7727
2958	5537	4846	2162
13503	14667	10765	14859
7676	3537	2523	1095
7999	5796	8558	3253
5155	6799	9633	7099
10880	10088	4268	4913
6880	3712	10625	4909
3171	2052	5993	10154
5471	7500	3719	5912
3165	6141	4819	6566
8512	7783	9627	6190
997	509	1547	446
7242	5248	12834	6081
3711	6025	4353	2226
4084	5956	4672	3577
3315	7650	1486	6878
7141	7475	4031	2111
957	1833	623	2149
3047	3286	1047	2355
538	1640	1688	2196
1811	2715	1907	4115
4859	794	4945	3180
13666	12634	13749	12614
1819	4593	773	5985
14876	14813	14397	14325
6570	6302	11750	7634
10997	13688	10322	13451
5961	8028	11573	11775
10439	2233	4123	3616
10224	11214	12495	13008
3437	84	5938	4708
13874	14204	10900	11938
393	7983	3000	11499
9140	9334	9950	8681
5206	3074	8201	10557
97	142	2561	3846
6071	7580	6676	6517
11016	13051	5953	12811
12993	9663	13990	6898
6464	9447	6776	5176
4662	6466	11901	7670
6207	9987	7789	3170
1715	6209	7317	4892
9994	5847	9925	11316
13031	13310	8892	13771
318	784	7617	640
14329	9991	12053	6296
1749	3335	1135	3283
7769	6660	7648	10333
9735	12692	13946	11671
6301	2942	266	4862
4707	4603	13669	5753
2421	3425	1811	3587
9558	8536	776	2293
5315	5104	1414	753
491	4177	995	4275
12525	3417	2784	2439
10039	12818	13237	10238
9493	11671	5455	6245
7757	12896	5617	7030
10708	8285	7136	10696
11955	9845	5530	10849
2484	4229	729	6757
6919	3766	1583	4184
5214	8978	4263	4408
2250	2181	1717	6364
14524	12641	14157	14088
11965	10420	11811	12061
13045	13014	11846	11103
13673	13931	10312	14335
7743	3902	4491	3267
9681	10897	11304	8310
3656	7910	1207	5724
14426	14407	14541	15064
13657	14508	13027	12772
14388	15094	15091	14461
15446	15423	15416	15432
7133	7444	7754	1840
14014	9971	15215	7310
5821	6648	12746	8851
9801	8269	10387	10673
15209	15310	15232	15373
10058	11518	10300	7502
10734	12238	4369	13738
13681	9854	6264	11768
11218	9137	9932	8965
6447	3098	6564	8479
6794	6244	11252	3960
2128	3632	4371	4517
5335	4016	2709	1365
579	1219	692	360
10283	9859	6019	3014
2412	5436	6423	11248
2268	1610	6258	1537
14713	13981	13100	13157
15318	14732	14865	13140
11619	13791	10890	11087
11408	9801	9922	6679
13623	10093	10920	2719
3257	4626	4567	2312
3424	4024	6794	3300
13246	8470	1745	6624
10360	2371	48	4142
9937	12742	9441	12870
6571	8396	4230	10933
9239	8771	2880	12108
3647	3115	5270	476
7069	5063	10015	2836
8113	12100	8513	6039
8793	5444	4985	4843
1732	2657	1109	2894
4015	3438	5346	2421
4031	9949	3366	13065
10607	9188	10279	9210
8041	6355	8059	9653
6747	8387	5809	8159
10616	13487	13634	13696
13089	14760	10000	14320
2640	4947	11561	11675
2900	6102	7585	3600
9562	8447	12897	10774
8550	5586	7120	8390
11828	9035	8048	10759
10285	6801	5669	6806
2245	2045	7379	2314
8568	2448	1791	54
2842	5903	4927	2995
8911	6626	7987	1214
6577	9147	7195	2464
9350	6448	7356	8386
5511	4293	8123	1823
8915	3563	8379	4328
9226	9592	7250	12634
8195	6973	9212	12666
12866	8226	8777	955
5954	7766	12151	7142
7547	2237	3952	3737
10669	10056	10183	4058
478	403	1364	235
5283	11682	12824	9482
760	1353	182	431
9898	11601	9716	10445
13471	7386	4454	10689
209	51	695	17
5584	4891	2851	205
11813	4066	10352	5690
10198	8512	6535	11715
6534	5075	7705	10641
1010	698	529	496
3037	1387	653	1297
345	379	518	1296
3615	431	7684	7993
3791	262	5697	10892
14588	13741	3617	11674
1939	137	4643	8200
7443	9751	5459	6880
875	5790	11711	11080
2205	7857	864	5099
706	2333	4260	3483
4139	210	3445	12729
13176	11393	4775	5157
6555	7605	9096	11526
84	1049	8762	3417
2078	12160	10506	7130
4530	3308	12255	4321
3339	1705	1932	6964
2663	124	7332	1665
9080	9178	9348	7457
3343	3209	5941	4668
9451	10724	7387	4106
13053	4270	4720	6553
13747	15189	10192	14513
10079	8715	13690	9447
10131	13525	7049	10001
13721	11390	13587	13491
8767	6444	13670	12535
6965	2177	7233	5618
588	1922	1627	765
2819	695	5732	5261
10408	11500	11808	12365
14162	6564	13356	12432
12173	5578	5876	8713
2360	10517	3527	11305
4367	10854	9758	13751
7289	64	12847	14312
6357	4007	14999	12833
5229	14647	12129	10581
4063	8362	8940	9064
7479	1798	5001	2515
1485	6659	758	7679
10502	7211	6315	2936
9141	1472	2368	510
2688	969	2170	1047
14634	15086	15106	15006
1473	8001	2307	8585
13692	12917	14332	13465
13693	11734	13156	12827
6068	6635	8681	12467
7468	12148	7189	11045
13019	12653	5847	12520
10962	11969	13944	9787
12691	12674	13427	14244
5171	10898	7610	13221
14591	14564	14809	14484
10437	13569	15201	12967
9776	8133	13569	11109
7848	4937	6117	7646
10694	11905	13388	11420
9779	12676	12617	15288
7840	9237	5097	10099
10675	8685	7397	3558
10239	7200	11125	7992
6596	9177	7787	12541
8316	8606	5948	4603
8242	10932	6658	6520
14035	14465	14693	14356
606	5228	13781	10973
12244	11919	11545	12789
4872	8448	13414	9858
4336	8773	5353	5090
6345	9676	11963	9585
11780	8582	7008	7923
7028	11053	11941	13596
9081	8108	8733	8762
11435	13730	8562	12293
10600	9048	2040	4456
77	243	109	459
15061	15173	13493	15302
5604	618	2652	11254
3699	1773	7289	5906
7044	8214	11693	12505
2311	7016	2157	6622
5498	6617	11057	6974
4672	736	7521	4532
4755	5209	3535	5866
5963	6955	4229	12794
6725	12552	6804	6035
3021	7512	7101	8905
14672	13750	14463	13037
356	2207	4560	2160
477	338	7599	3386
3769	7670	10408	12410
150	314	180	72
323	174	341	176
1328	957	27	1629
5630	13100	7038	6329
7610	3708	2815	5935
5760	3022	238	10700
6718	6929	8284	10405
12278	2606	4646	855
14122	9017	4355	5503
8531	3973	5810	6920
38	27	488	190
2019	7835	7893	8343
7064	11410	8761	12517
6030	7802	10330	6452
5110	8997	8128	10598
4522	13059	13102	9462
1131	10038	10585	10187
3348	11453	14321	13606
13845	14458	3913	11574
6789	12302	6080	9590
6415	10269	10398	11477
3804	4139	9638	11441
14894	14058	13113	14817
7926	5883	2463	6954
4789	7235	6527	5616
8598	3541	8502	7150
9519	11341	14453	11533
6812	3821	5569	3127
5543	14997	14965	12813
14964	14509	10058	14010
15425	15452	15312	15451
13376	8301	6666	5535
12942	11101	5328	10859
14992	15031	12919	15238
5582	41	165	84
2406	5283	4051	3468
1481	2007	9292	6090
4490	2694	10934	1953
10645	13703	10957	13163
12259	10916	3289	8380
5028	2246	4534	5750
6626	10578	11602	9917
15360	15431	15224	15341
12961	12839	11836	12090
2759	11397	5639	10123
4735	12329	13667	10456
2353	472	2136	4313
3899	3440	2427	2174
9372	11987	10220	10206
2607	4685	1523	2069
10538	11594	8508	11531
2413	694	1721	1616
4518	8130	12283	6977
9137	734	3436	4830
1949	516	3062	1186
339	1062	669	105
8641	5525	1455	2868
6764	8837	6634	4417
13761	10640	14078	11257
7355	1586	605	12285
3617	3731	3090	2581
4485	9876	13771	10760
5750	13186	10924	10676
5010	1396	3930	5717
3710	232	1741	2399
14258	4964	3977	12065
9165	7375	12059	8801
2210	1084	1108	4767
2435	7863	5245	10637
494	783	3126	4287
3235	5029	12136	8035
14059	15002	13992	14852
10615	12445	8634	9446
9956	7424	8289	9208
13574	11291	5349	6001
7673	8785	10964	7632
13113	10725	8393	7699
14187	12533	13881	11705
2291	7035	2700	5914
15172	15398	14529	15383
13429	12788	11313	10528
12904	13449	11704	15282
14299	13684	14731	13934
7216	8367	5560	4924
8399	11164	11319	13403
12532	7070	10998	8815
5194	14468	1831	14678
6920	10576	9543	9266
15376	15413	15018	15378
1406	802	1062	1756
8575	10822	12080	11300
9609	14375	11868	14222
14504	15251	15079	15106
3723	3691	11121	1225
5667	216	7337	3144
1326	3649	9756	2892
3459	2702	2216	2837
4317	2849	8031	3372
1014	2424	2425	1357
6061	5421	8226	5515
1206	5176	3601	8242
4160	3127	8666	1833
10258	11593	5690	11171
1023	3126	4751	6416
127	5251	4366	2490
9872	9508	12732	10934
6026	8819	8652	8688
4765	6655	8958	4571
14909	14931	15094	13940
14746	2985	10142	4057
9940	12208	10120	8885
14726	9455	12180	10207
12006	11487	9606	9852
13497	11256	10113	8170
8628	10154	9856	10544
12666	14189	12359	13937
8251	9115	10373	4187
114	561	2176	1394
37	267	2750	1900
2920	2971	7218	7489
9355	14660	10442	13194
11263	9648	10880	11397
14130	15164	14917	14545
3018	9501	11163	2968
13903	11658	15008	13783
15359	14438	14372	14591
6010	11503	3261	11326
11566	12744	11330	12724
6344	5464	8955	11068
723	4002	12211	2756
537	6204	3579	4911
4370	7226	7658	3987
421	6178	1331	5301
12565	13523	990	11794
1026	1853	1273	2062
2833	1955	5106	2015
11631	13734	12147	11165
7714	7534	4496	7428
12888	14669	9874	13203
1409	3715	4991	4827
10244	14378	9180	14359
15151	15294	15212	15342
5716	8116	4493	4080
955	4601	1942	2364
14839	15411	14156	15276
14119	12699	13622	11259
4852	8159	14770	11571
11134	3587	10661	1705
13688	13647	14073	13176
14483	13290	13960	13790
10146	12948	8527	12945
6213	7931	3600	6429
6490	10793	7595	8007
14173	8583	1093	5921
7847	8112	8307	7430
6509	5685	5831	5663
10957	12247	14570	8517
3853	3135	3857	795
6846	12683	10837	13326
4761	4559	8548	3511
3958	4363	2769	1299
8538	14181	11892	11350
6732	6982	6763	6768
2108	4491	3119	3665
9935	4731	398	1605
6485	12877	12299	14416
1665	6177	3907	3749
7364	1106	6085	2576
6974	10894	9238	10066
11215	8125	12475	7568
9992	8330	10586	11197
11847	10354	10215	10671
8582	5868	11124	10252
10826	7452	7468	7309
3926	10923	11335	5915
5806	6906	14547	9558
4887	11056	12074	11751
2044	5629	7112	10523
6444	5891	3637	11897
7923	7257	6213	7839
11190	8827	9750	11734
11950	10772	8078	6597
9553	8376	8556	6618
7403	6318	8131	9618
13078	13174	13219	13688
5255	2393	2996	6440
14430	13852	12614	12437
6430	3464	8172	5655
11226	10523	13708	3683
12554	12339	14364	10489
4144	5175	4773	6664
969	5110	11777	13395
7286	10172	5444	8577
7900	9918	11384	9554
11183	9588	2796	9308
10582	5610	13353	10815
9176	7694	8137	6795
3324	5016	5213	2245
6802	7659	10786	5763
8930	11273	4832	4570
5909	4320	2495	2002
8056	7184	7477	3191
6418	3933	10297	4185
6966	12440	9107	5008
4458	8449	10096	6280
13344	6562	12853	6901
10727	7888	13422	4556
3474	5733	4307	3297
9495	12926	12580	10465
1042	1915	1156	2259
5693	7781	12952	3610
12102	13906	12665	12837
668	4587	8852	6099
8442	8936	7234	3985
6273	3039	2514	2593
6452	8382	7961	6161
3139	1425	4739	2513
7412	7201	9463	10025
7660	6079	7335	6106
6722	8574	7880	6500
1261	1006	1275	1990
3384	131	1173	1576
2319	528	6285	2225
734	7758	818	3785
12902	13963	14557	13659
681	5887	1608	2565
10991	8468	11240	3796
13884	13920	4925	15183
11692	15011	12511	10885
14973	14566	15083	13870
6307	9524	7367	6743
5559	5348	5398	7477
1087	4518	7259	3666
2950	2344	5981	3821
1862	3091	9841	2997
7851	6365	2249	4685
9781	10688	11361	5646
13518	6529	9450	5890
5322	9519	8179	7984
10414	9091	10878	9999
5374	11060	8432	8348
6630	8990	11246	11529
455	33	3219	1031
6172	4367	7710	7178
4531	9124	12558	9273
13899	15004	15155	14823
7155	9776	12118	5974
5689	11592	3152	3557
7209	14265	6324	13974
12782	13305	8411	12812
12657	7587	7927	7495
