rank.sign.logp.heart	rank.sign.logp.lung	rank.sign.logp.kidney	rank.sign.logp.spleen
1646	1657	1936	1949
4250	3824	4836	1834
6563	1900	5369	2555
12432	4080	6055	12444
4804	3007	11855	4203
10521	6186	12750	10540
7279	7519	2912	6605
24	731	374	816
2705	4377	4724	4096
12912	12532	14522	13907
15066	13948	8349	12157
10592	7773	1771	7322
7125	6862	5910	4114
2407	10116	487	8731
8460	7077	9602	9739
14164	13503	14575	14959
5627	2926	8074	6653
8353	2761	9167	5653
13288	3283	1652	9838
695	2229	3763	3709
12665	11902	3492	13626
5702	6117	8584	3680
4762	2861	6832	6185
25	7958	9880	6431
4669	4239	10618	10949
13917	15237	3610	14861
13927	12206	14266	12354
3999	4669	11799	5969
12895	3583	2791	3236
15295	14999	15235	15218
9539	6402	11486	4541
8855	3411	8367	10069
2938	2582	1243	2774
15354	14243	14867	14980
15339	14608	15449	13440
14344	12752	3353	7958
5011	5693	5128	3103
9691	10801	1880	12167
1025	3894	4628	4272
6047	4202	1055	1472
11294	13191	6573	11627
1064	6	219	6375
10425	12415	7835	7673
1032	274	615	1049
7075	4093	7279	2564
10162	11221	13503	11190
12029	805	2747	2592
6543	2513	3494	4163
13830	13823	12567	13240
2881	15185	4902	10389
4106	7623	6667	11910
13148	14212	10805	13483
5980	489	11951	8118
1744	3753	6869	4656
6302	12166	13456	10121
10207	8910	8501	8141
8426	11528	9787	12819
10651	8281	8841	12462
14488	14912	14423	14017
14024	116	13088	4190
12485	12369	8991	13809
1820	12209	9190	13442
6088	5247	13736	5047
1451	2656	14021	6250
13466	13377	15264	12536
10682	11913	4274	7323
12966	13146	9279	10694
2530	1792	2762	1541
12141	4091	9492	4295
5021	6147	14817	9048
10963	5614	4228	4345
15005	15403	13772	15299
811	43	2622	994
13893	10704	3530	14231
1718	4600	4341	2433
2475	2961	7413	691
7191	7360	6863	7946
11561	14657	15149	14771
306	1138	630	1242
13006	6286	2745	10098
13581	13274	12045	12257
374	1827	1600	1088
11918	11037	2449	3938
8895	8383	2413	9306
6710	7963	11239	9898
5381	6295	1439	3341
5607	10585	9520	7189
11987	12711	4289	8588
10284	12940	12325	13097
14941	12174	13525	11838
7470	10344	7018	6325
15203	13737	14618	14578
5988	2479	13725	1533
9883	3975	7912	5423
11383	2579	4361	2847
245	120	531	450
13694	11791	10509	13342
6235	5584	1112	3753
8116	2726	7855	8373
6647	5025	2843	11240
3267	3226	5557	4844
4965	2763	2248	2660
1492	714	4675	8945
6821	13984	9284	15054
12516	15113	13094	15061
2846	5602	4667	6017
9014	13710	7077	11513
1346	4679	243	1868
12533	10272	4359	10431
12808	6408	8045	10608
11053	4071	12298	9621
13394	10066	7526	11311
4953	1594	2143	98
2680	5988	2171	3023
9920	3867	6694	924
13277	4522	11575	11239
402	3944	1040	9294
3231	7791	9737	7656
5876	2962	4422	1857
11277	9682	1537	6632
2118	1482	7188	4438
14018	14804	13313	13077
9056	13742	14009	14556
9799	6179	6302	10366
13272	5278	257	1806
13027	9420	1147	9840
12786	1356	1976	7560
9160	9283	3948	7467
3517	9666	3723	9919
13992	13715	15282	14472
11866	12925	7662	5516
5038	4987	633	10183
1987	2275	3390	13288
12288	14167	5183	8429
5370	2354	10728	6004
2012	6837	11077	7826
5621	8912	11277	7745
2939	3568	2182	5364
4347	110	8693	8393
2768	1392	3419	10279
3093	4463	2595	11506
2090	8358	13594	13658
9028	6619	10866	12778
4265	4739	9652	4939
12593	4928	8212	4717
3327	2795	151	1206
4236	12092	14484	5387
7564	5751	10100	7441
4956	12578	9120	11465
6551	9207	9154	10239
2436	9325	10164	9087
5730	6968	8517	4950
12959	14228	12892	14847
1211	8547	4204	9160
3317	8076	7958	4990
1130	2816	1710	2081
2024	5471	2046	1292
3062	3460	2525	5975
15214	14928	15017	15008
7695	3311	11344	11957
8609	9878	8476	8938
11779	9120	12882	12460
11030	13258	15220	14289
10238	10811	11705	9588
310	4273	1017	1476
2254	8137	612	6609
4725	1726	585	728
989	2793	26	1547
235	2235	642	281
3578	2749	1118	1191
8445	4189	1708	1491
5663	5596	843	2124
7880	6756	272	3174
799	2674	632	487
1151	3284	1839	3109
3307	8596	1061	5129
529	1158	116	396
226	2729	1437	624
429	2186	2513	1714
11032	13099	11988	13770
1958	9783	8817	6824
1212	4075	579	2450
1491	3087	2928	2020
8667	10004	2229	4768
650	2256	289	703
64	1630	904	957
2670	3304	2347	3138
3087	5933	451	3034
65	1065	367	1208
2331	2906	126	1580
7779	12559	7524	13258
4498	10026	2529	2234
1685	3846	737	1941
3393	12976	3850	10424
3403	2892	329	1692
770	3675	981	638
26	2134	136	1245
13472	11823	1332	9053
4999	5084	1731	1354
553	2769	550	550
126	2978	262	359
327	1899	1593	1571
863	1372	994	1256
443	1812	839	499
130	289	412	414
244	2528	1922	986
5773	5675	1162	1767
3776	8493	6583	5116
7947	5560	41	1196
218	4244	3284	2986
10119	10540	555	3871
1325	7438	852	654
1812	4707	977	2132
5877	8738	3787	12252
518	4339	336	3436
1981	5293	1104	2857
216	930	47	88
8076	5426	2760	1764
400	2830	208	540
521	2959	2345	1790
9487	8508	4150	11707
7634	6425	3658	3949
361	1400	557	666
4795	7260	5219	9545
1099	3288	1080	444
96	2792	717	1068
5497	4090	2800	219
2972	3285	549	1609
2391	1801	1829	1005
12899	13370	907	8426
2067	4268	1614	1899
1359	1143	189	895
12245	8782	1591	3382
1144	2520	1507	642
2952	3630	2038	3246
14132	13843	4128	11427
7725	4884	3242	2965
2601	6325	4256	5865
1772	2762	1842	2585
4751	3426	8301	2609
7061	6783	875	3530
769	9788	2849	1106
534	3506	255	1829
10636	9721	5065	13517
10341	9575	4507	6634
2345	9568	13872	11999
2812	5214	8281	864
5365	4277	11281	11412
9711	4461	6046	3165
11309	9798	10656	11290
12627	11674	7237	720
12002	5159	11331	673
5679	5769	11729	6985
8381	5086	12605	4404
8811	997	13179	10873
9019	1689	10098	10855
5345	2666	5415	4528
11661	13043	8006	12627
10107	11600	12372	9334
13010	13071	15178	7931
11325	5161	4912	7168
442	136	413	756
12291	12430	7331	11669
11797	9292	5643	4229
3250	3500	11761	3936
12652	14082	13671	12796
5737	5213	4994	1794
9879	10988	9961	12998
11721	11209	12346	13612
8552	14215	13922	14706
10687	13171	11634	4550
669	1242	1851	1606
9378	11467	7851	5776
2492	4986	4855	2465
11148	13347	11603	6928
453	1067	51	1412
2722	235	3464	946
9038	1093	9183	10606
2000	842	777	823
2448	3125	2217	4941
329	3890	1328	3397
7664	4525	10639	11204
11560	10951	13486	12641
10184	6362	8765	6651
10560	11213	12924	9820
13526	10762	3538	11516
5720	8877	11441	9460
35	61	911	277
135	1682	1443	726
79	2152	824	976
107	2148	2037	818
369	2648	913	1079
276	367	2374	1101
368	3751	1146	717
13674	11598	2336	7385
12852	9028	1266	5171
3920	9782	2420	9970
15225	15455	14636	15449
12502	14163	11918	9900
10744	13960	8080	12391
5672	5554	1605	3503
1870	4338	6498	2830
1176	6434	3182	5237
492	1300	351	480
10914	14081	14390	7509
12117	11966	13310	12725
13682	11622	4424	12548
4471	7197	12442	2699
10656	7113	5723	8580
228	4643	3473	1195
4088	4756	3783	3203
1022	4181	3311	3269
11947	11019	10205	12617
4245	4515	7492	1937
12168	14050	12173	14033
797	9452	4284	5827
1103	936	2628	4980
1794	4253	1499	3411
12115	11218	9726	5432
1447	5405	3689	3497
11654	12109	5110	12441
12016	1051	10952	2653
6113	5523	12046	798
9359	1428	5211	3060
3666	7210	7410	9196
14865	13095	14301	14600
7858	7153	7795	4515
13631	12248	12826	13332
6002	6500	2719	2557
1252	8073	5567	9415
701	3840	1475	1911
9403	5093	5243	7886
9371	6898	6346	8512
11419	4043	5379	11055
4601	8213	12859	11462
3914	11379	10488	9353
7622	7867	4767	2058
5072	1373	3294	1187
14220	11189	13202	11469
14570	11040	11841	7751
525	95	2543	805
5860	1452	3515	6357
12618	6405	6311	12901
2228	7171	4387	2690
15122	12280	5507	12834
3225	5346	8894	1131
4054	6073	2900	6167
3956	11961	12507	13655
1710	3808	3373	3407
3275	5151	5478	5376
11904	8853	12168	11523
10426	12330	14625	10669
14082	5328	11764	10115
4756	7630	12323	5287
13428	9263	11835	12103
7767	5778	6548	3321
8739	8498	5817	3517
164	993	190	990
4412	5756	13258	11867
6524	3246	6585	5236
11305	12078	6840	3608
9630	10381	6955	3769
2472	4438	5000	3742
9738	12464	10801	11939
12125	14389	13014	10830
8180	604	3246	11656
13357	8012	14220	13743
11411	4932	5088	4309
6341	5860	6975	7071
11336	9864	4653	8670
14005	13388	5783	12749
12613	10728	4886	6859
10144	9858	11934	6363
3646	6274	7885	4999
671	1274	8377	5469
12301	14142	12304	12115
3090	7389	2637	3017
4955	7564	4943	13905
11384	5039	1140	1422
7391	7972	500	4728
13624	5581	10014	2052
13567	14229	13335	13858
8322	9067	3756	7584
9718	9526	9803	13522
12980	10907	7965	9035
2438	7676	9013	10644
2575	3362	11207	9395
378	3168	9232	2164
3677	8353	8060	8653
11161	5978	9473	2048
14670	10401	14221	8900
8424	7617	6241	3512
11098	13865	13904	12102
11556	14045	11050	14267
5284	4718	10942	11941
2864	14168	6342	8304
6280	13135	9805	10030
14889	14854	13026	14585
496	1538	838	1588
7709	4140	12606	9630
10751	6242	10134	7937
12110	8734	8415	3472
1980	10071	9857	4170
1489	4639	7785	3486
10942	6059	12884	3033
829	1678	15	1453
2549	2536	5066	3544
4229	6662	7532	2978
3935	15471	5340	2644
11276	109	7798	7210
50	447	14796	1482
15352	14363	14388	4852
7713	7391	7012	6809
11562	14548	14513	6647
15330	14059	7365	10065
15444	13294	9971	5669
2282	7990	14749	11403
941	3578	3769	6904
4741	4721	8468	6204
11280	6570	4841	2851
798	3774	5984	350
8	12188	9407	9248
5435	12978	8912	10390
4722	4343	10294	2406
2194	2615	1595	1093
10272	11551	8330	11203
3150	4879	9049	3779
9	336	3713	165
13906	14343	15161	10621
5728	10287	14224	11641
13782	10740	11065	12162
1483	10562	1190	6133
7410	9729	9687	6428
3425	10736	6474	3500
751	597	4866	704
12733	12570	14633	15248
10652	11667	12358	8335
11826	13689	14617	12694
6334	10102	6104	11219
15294	12444	13600	12664
13722	14263	5310	14104
13154	12438	15409	13780
11916	12651	12752	9132
269	1022	13108	5704
14282	12220	14966	12239
4906	14876	13949	14126
746	4768	13994	2677
11988	12936	13163	13396
10621	9907	11968	8194
7541	12427	10371	12969
10989	8805	13981	11323
11534	7239	4795	12522
12038	9552	8210	9611
13495	7484	14587	6515
11671	11161	12242	11296
13462	14276	12943	14783
1609	2329	5642	12401
15405	14293	14994	14863
3731	3984	10195	6841
12360	10036	11735	13016
3611	1029	11393	10847
13402	12953	15302	9258
13929	14476	10020	11430
13854	8953	2389	7284
6495	8858	6780	4067
4417	11810	8130	7870
8921	5855	8459	7616
15309	14747	7043	9582
9685	14221	10236	12932
12369	9446	11144	5588
12422	9737	5691	8255
13265	14932	14285	11958
12198	10670	14014	11467
8853	8309	7238	8886
11577	10223	4286	6940
10945	7995	13196	1943
10749	10782	13126	13705
3809	8375	4398	3183
1750	4255	1512	4327
14337	14336	13802	14204
12294	10475	14288	8983
14179	14320	14955	12488
4065	1863	1106	1994
8791	5752	5206	1226
13329	5401	1235	12099
7023	10846	12937	10510
13396	11527	6014	4823
8777	9681	11723	3385
302	745	2083	2748
10412	1038	4642	1798
11948	13273	5918	5410
982	4136	3305	3982
615	1866	36	1053
14375	13559	11506	10661
7384	7288	2275	3863
14000	11950	10104	13468
10714	2004	6834	2571
718	1164	9921	5273
8276	7561	7625	9961
3254	4613	2903	6435
1929	3432	1918	6164
7014	10784	3854	5562
3396	10656	3840	2309
9188	10758	6514	8187
15407	4023	3138	890
5596	12941	4240	9146
7036	13580	3969	14130
3740	4628	4111	13542
4557	2467	1257	2858
12398	7339	3195	6168
8805	10733	11286	5789
3872	5749	2626	2984
9806	10588	5151	10829
12790	12756	10649	10152
3146	6886	2432	5923
12989	10673	3811	11854
9198	10734	8625	10958
9433	10720	10311	4869
4651	5991	4317	5144
6451	2088	2370	9681
13032	11369	14027	15057
9345	11631	13566	14858
4455	7298	10790	7697
11784	9684	10955	3866
8368	4108	8142	2426
9125	13203	9358	8140
4546	6241	9026	8503
9440	9170	5247	9535
1082	1226	795	1514
12348	12625	1324	1654
8501	3916	9447	4441
4188	4967	2602	5792
2890	2196	845	1642
9098	7287	7303	9381
12183	13340	12772	12021
11469	9910	13769	12615
7099	3027	2868	4397
3664	2586	9634	5977
5540	10282	12115	10594
11145	2692	5407	7307
661	2883	3401	4376
5955	115	1209	892
6029	8388	4452	7530
9052	1686	2540	625
2289	6678	7217	5344
13816	10690	14828	11250
2247	11190	4288	11011
2315	1663	4873	222
6738	7884	1571	13894
4409	6435	1906	9768
11775	6129	442	11592
4706	4780	5570	10102
4377	3599	9535	3529
8013	12560	6661	12858
12155	9808	2617	3776
8081	4507	4899	4824
14403	13978	15197	15410
15379	15063	15321	15160
1482	3658	11792	12524
11528	12798	3634	13348
11037	1983	10223	4793
12784	10954	13548	13252
48	785	2658	1743
15393	15050	15351	15426
1530	7754	7455	9660
5336	767	2059	1026
5592	2757	11665	3905
1340	3190	5893	4962
5700	3834	9299	13080
4744	9608	3770	9080
11852	13069	13415	11309
7126	8119	13880	6502
7672	9566	3087	2909
2836	2605	6064	5256
10894	2649	6317	4643
6373	2916	3452	1817
4991	1099	235	744
412	1307	2031	1100
9961	5340	10799	1218
8249	12750	10520	11133
13755	15140	12141	14810
10060	2698	2799	4512
8096	5260	11073	1739
3687	2852	8685	1887
5830	9026	8648	10750
86	319	1767	786
3020	10575	8280	11970
6494	10061	4372	10865
6438	1378	8736	2171
12556	2107	8057	5297
11472	15182	13923	15369
13889	13308	13924	14941
11972	2499	7668	215
15218	15320	12251	15146
7735	3431	9645	9195
14651	14162	13508	15000
14461	13188	12228	14199
14472	13148	15170	12800
1994	942	12244	2598
14095	14121	10834	13031
12900	10749	14462	12903
7990	9190	12164	11912
14293	8348	13948	11390
15292	15401	14962	15437
5520	1699	3736	11354
6471	7968	8314	9673
13211	12607	14461	14131
1505	3784	2225	574
6149	6122	4601	1750
10871	6563	10207	6186
5118	2423	3599	3632
12484	6538	1101	11192
1515	1523	1649	3336
487	2903	2480	1812
5863	3917	13051	7765
15236	15243	15435	15196
4641	5551	9291	8083
2783	2315	12395	8923
13490	13270	12976	11684
13593	7788	5191	3508
1318	4619	4438	5518
14805	1652	13225	14728
14987	14886	14335	14924
9511	4324	11981	9372
2385	2140	57	56
1830	4205	3961	323
174	1374	100	363
427	2929	58	2255
1412	1759	3	340
643	3442	1	358
2487	2294	120	545
36	833	7	362
2764	12946	6334	7351
1333	2721	516	482
850	5982	308	467
3276	2750	1807	627
2240	7253	1780	2549
311	555	92	420
5801	11033	10426	13116
1502	3273	885	2178
610	991	125	987
776	1695	146	1302
282	2482	957	1785
810	3382	1969	3751
3678	8656	1689	6658
2474	3972	1892	2209
1058	3234	620	821
2869	6441	2742	1414
1283	2075	22	488
42	2278	511	1431
467	1527	400	572
1254	5669	1389	3244
175	2110	91	338
485	3604	210	995
802	5630	296	2404
2255	6107	252	3243
5137	3969	276	1538
927	5706	155	1395
83	762	31	979
651	625	731	1364
3739	3602	344	1228
4648	11970	1246	8562
58	1133	32	147
3013	5771	3407	3342
536	2608	356	1060
3296	7951	971	2202
14	1172	11	332
8904	6172	1027	1711
4	2028	542	300
22	2577	110	1045
13508	11407	6608	13452
658	8466	11467	10870
10050	8299	10883	7936
4696	6576	6607	6072
10549	13700	6526	12942
4854	15300	13053	14620
5852	13970	3307	9894
2197	542	676	5694
7430	11068	9429	12206
517	316	4132	2195
14039	2121	14334	6070
14734	13052	12814	12604
206	948	4	267
1590	442	10097	1602
9725	9522	6940	8125
1537	251	8122	5487
6285	13336	14063	7864
14714	12024	14369	10164
6656	6376	6303	7003
3255	3248	12023	905
12365	7135	3386	6816
5854	2458	3045	6848
5697	8368	3342	4838
8082	10421	8134	4605
8906	8261	4708	10883
8616	8145	4476	4145
9399	5865	12122	9105
12122	6672	707	1706
7553	9165	13516	14357
14454	7611	11945	12711
9682	9828	10544	3827
12595	13975	9058	14210
4571	7405	8823	5567
13665	10414	2068	9018
6150	4949	7931	5872
11875	11553	7139	10659
13083	12352	14510	8278
3468	1563	213	2022
11118	5665	12797	7726
5225	9773	2202	9560
12512	7581	13624	12199
377	6893	2002	3845
928	9764	9613	3575
2935	7238	8999	9807
11933	12151	1584	13854
1632	8972	2945	10767
6343	11320	12273	9270
2778	10259	12618	12891
3055	13394	14440	11007
7949	14858	6613	12478
5227	7636	7362	10521
15399	15055	14886	15246
1383	4011	5998	8289
13232	12693	13093	13514
12332	11165	12121	14049
9793	8373	11527	12788
4947	9062	3357	14883
14328	13616	15388	14928
14632	14312	13934	13741
14740	13816	12691	14309
9247	13926	13037	12165
11108	3384	6337	4270
12944	15375	13905	14344
5378	6817	9524	6241
13073	8113	7781	9655
678	758	11289	1577
5248	9401	4302	6538
13691	13815	14524	13429
10633	10044	14380	11758
14972	15388	14790	15385
14775	13005	13387	12237
13327	15359	14534	15156
14101	13025	14060	11733
11865	14396	12694	9167
11381	12417	13268	4090
12678	14111	4884	5440
12446	9242	9760	9252
10681	13180	11587	10743
7955	14122	7437	6141
8059	12341	15123	10146
14352	13075	15166	13130
6227	3244	715	4582
594	3822	1348	1811
12991	9238	13894	7299
4193	5518	12684	9875
10009	11878	4090	9903
2750	1842	2263	617
8859	9883	11858	6230
9037	6610	7776	10321
3513	3264	1928	840
5209	13311	13827	9640
4665	10641	12889	13045
14998	7447	11381	8741
4166	1030	1863	940
5264	3719	8342	8412
2483	5787	3013	3920
2301	4948	1823	4348
8136	9531	6962	9218
5466	11832	2230	6395
12466	283	12131	8455
12425	4330	8209	9843
8860	9985	9552	8528
7817	2374	505	195
2930	6296	14090	12736
7123	11005	14276	11737
11382	12230	14210	14308
4985	2341	12252	9125
3436	8733	11083	4442
5055	13961	12240	10095
93	1715	2093	3237
2227	458	1294	171
5588	7940	10072	5271
4378	5394	8802	11530
12861	4538	191	10850
7548	6715	14958	8243
3316	885	1204	376
848	79	2426	5908
1498	1264	2029	4607
8245	1883	4509	6996
3194	2610	3588	6967
11476	13817	9523	10085
6353	11496	3137	8698
13974	11423	12914	11074
5973	3905	4255	4548
744	1616	858	1835
15406	14981	14772	15329
13069	11599	9554	10971
1364	3057	94	4403
5395	4405	10669	8836
3421	4869	7262	5743
2016	2441	3296	2043
8823	8637	9257	2900
6492	4668	8245	5064
1540	15417	11411	13777
8636	3092	9421	10651
15471	12053	9828	5796
125	7296	2995	12507
6141	8863	2440	10126
8478	13074	9538	7201
11291	11957	7913	9046
15191	12031	15179	14197
10588	11589	6993	11241
7419	9554	8886	5404
8233	6270	10447	8163
12994	11511	11423	12613
13068	15013	14756	14990
9121	11266	10838	5874
6837	8006	9569	9694
2587	920	3097	6779
12950	13771	12880	15303
11180	8723	3996	13583
14342	11532	14710	13488
1040	6522	9923	3438
10474	11536	8706	13383
5885	2842	7429	6680
9377	2570	11459	12036
9161	10718	10689	12113
8461	9201	10185	6479
9000	5788	15374	12281
13334	14185	7191	14468
2329	8483	5845	4876
4060	4292	8076	10214
2367	2848	1255	663
1832	709	64	51
3669	4530	8243	5239
8212	7702	6904	6038
2204	3531	2567	3346
6599	5533	1476	4881
236	1230	740	3660
2807	2580	1984	1558
12055	9202	7019	9658
8483	6028	8478	4958
3404	1327	4984	660
3943	7661	4776	6598
8750	9097	5600	7379
3040	7004	6482	6942
5266	2908	1940	4331
7185	11086	11257	13554
10306	4488	2262	1566
2996	7497	10901	8239
6670	10477	6948	5948
5187	161	131	1515
704	2153	2729	2435
13201	4672	7312	8839
9905	11301	5371	10308
11571	5306	6902	2633
14244	12305	12436	12481
10317	3146	8354	2318
7823	9594	9427	6224
3989	13868	13700	11149
12405	13979	14640	15179
6921	7137	11378	11557
8826	7927	6201	6334
10435	11663	7523	11862
14043	9701	6076	7859
2779	1036	4634	1107
3261	4323	2848	1280
7164	4276	929	3354
9944	12894	14029	14024
14100	13498	12258	12608
6449	4919	1044	771
4805	2697	2824	873
13707	13857	9775	14294
6803	3369	10092	202
13777	7024	6295	5018
13928	9281	9745	13324
1534	354	5337	1469
424	1149	403	125
12609	8104	10975	2484
11187	3771	3656	355
12013	2472	8758	2405
14528	14284	10369	13237
6861	4840	10850	2999
3650	757	1712	87
8604	8102	7329	3759
5411	10539	12602	13897
14789	13421	12161	13935
1810	6439	3833	8621
10406	13785	14924	11721
6271	7563	3324	3908
147	263	3343	1145
13983	14846	15387	15355
12126	12308	13938	13020
13975	15083	15177	14587
14881	15219	14895	14443
8678	7018	12816	11094
11991	13125	5453	10477
13017	14929	15012	14181
2674	4870	11595	4032
7297	6328	7260	13007
5897	12081	6980	8748
11164	12364	13584	12655
12137	9489	6910	4430
8200	8434	9174	8162
13557	13368	5920	12339
5869	4886	10612	9213
8873	14544	11366	11979
7891	2584	6552	2430
10233	13115	4828	11474
14186	13714	12922	14238
12639	14025	12013	12658
2080	2104	1527	2049
9825	12493	8691	12374
13268	14102	2920	13722
14626	14298	9962	13957
14580	14962	13830	12088
6209	5237	8521	8714
1985	1537	241	3927
13715	14118	14734	14019
11142	12029	10304	11095
4032	5878	760	11680
4803	4340	959	8292
14757	13434	8140	14295
5882	1999	2933	284
10704	12393	10050	10222
1291	7502	840	1119
891	816	668	1328
3290	14090	8985	6972
15027	15001	15193	14514
14924	15175	14592	13958
10415	772	3336	4198
1996	5529	4419	1856
12236	12930	11849	12684
19	339	1213	417
8600	8101	12911	9398
8236	7086	12249	7721
10641	13080	10043	12274
8166	3830	9132	7488
8209	6958	10038	6210
2400	2040	5221	8909
3768	3684	6254	10064
12683	5483	4445	5547
992	950	2936	3184
762	10225	6856	4927
2161	12348	9908	14705
3128	2351	8818	9635
12092	13082	2453	11066
14688	9180	2763	9716
4059	5776	9898	12121
9005	8082	8498	7612
9168	9294	8647	7629
12741	8610	10428	11986
13990	10243	12662	13109
4664	5142	2301	2977
9437	9901	12573	12315
12138	12551	14628	14078
6239	10844	863	7368
886	44	3009	701
4099	9848	7473	11108
10486	13537	3349	12587
12377	12862	6813	11973
12718	12672	3862	8519
10654	5236	6100	10898
3374	7102	6712	4857
8958	11128	14326	5405
7774	3492	12082	8353
14358	14439	3351	8084
1664	9128	11823	7533
219	667	5603	1755
9862	8708	4824	3925
7304	3661	2581	1384
15410	15433	15466	14687
10035	1483	9721	5350
13741	11430	11136	11696
6542	7804	9434	4940
2116	1258	6238	4017
12241	8123	10165	3579
3762	8862	10695	5041
8508	13723	9570	13932
11060	10969	2386	5045
4221	12399	3298	10320
14678	10885	13602	13873
2471	6618	9616	8877
5893	7007	8978	6033
3527	6870	7047	5905
10423	10529	9480	5320
2659	923	5449	2980
1647	1001	13058	11004
1094	4820	12635	12540
2137	4386	8908	6199
6178	11874	4762	6906
12542	9761	8988	10917
12612	13985	10295	7671
5168	11722	8075	7401
1028	1570	1383	1133
11326	7962	13654	10926
2560	6999	4816	7896
14925	12993	15125	13985
1321	2491	349	1542
7348	3631	10965	4636
2995	3329	819	1065
2668	7060	6930	3466
9213	5568	6032	557
6798	2745	4707	6194
12589	7878	13305	7972
505	1332	691	303
474	1385	6259	2437
10573	12586	5979	5408
8427	3921	2485	426
11252	14331	14874	14410
1795	1222	5641	996
13364	4233	3540	2056
2686	2817	2500	4471
918	3626	4662	9952
14586	14526	13571	13459
8332	3502	10796	5155
10220	12075	14048	10485
1657	5116	1539	618
7619	9491	9507	8155
7207	8911	1438	5557
1806	2213	1016	4817
4220	3868	4986	5968
9203	2952	4457	2279
1006	4213	2696	9324
12835	11991	12360	10654
11310	2758	649	6620
4384	10082	3462	8076
993	2064	1955	962
765	2366	5271	6189
10640	3358	5995	6667
11167	9267	10828	4153
611	10695	7758	6055
5224	8202	7272	7787
14141	14115	2611	12015
1076	12564	4893	11265
9705	3792	4833	8994
14094	15286	13698	15420
4105	8100	3063	9537
4973	11111	10340	9219
6035	11906	7130	8568
2151	12576	13302	9581
2148	7989	6581	6927
13818	9375	7849	10004
9606	5922	12429	13394
6040	12068	12970	8824
14153	7896	13161	6101
10713	9129	7679	8537
2765	3681	1462	1507
2439	4127	910	4127
15058	12120	9024	15120
3252	418	2439	1066
9055	6912	3068	3259
13110	5695	2201	2204
685	214	689	522
1117	2535	762	766
10291	2839	2092	4557
1075	2435	291	4124
9106	6833	6220	7285
5696	4197	4464	8737
8640	4776	3257	7447
10967	13007	13726	11850
7914	5050	593	5870
5208	4978	6114	3359
13161	14070	5928	12758
6041	4881	774	1486
4020	3448	2679	3984
7662	10247	2145	5317
618	3253	880	3898
231	1706	240	1639
4101	3769	6223	3096
7439	9811	4181	10264
2131	7767	1920	2903
6890	4555	5500	7187
1030	1088	1279	2112
3313	7072	3184	5507
12349	4129	5636	4123
14896	14537	15052	15312
9932	3271	2097	1237
5033	4499	3727	3037
10584	11308	5409	4936
9700	7320	9978	11100
7427	4467	9622	2735
14986	13708	15100	13876
9611	11696	13831	11740
13556	15146	14176	13685
2479	862	4636	799
14736	12667	11590	11606
11745	3795	9715	3933
4191	3932	10785	3514
8528	7772	13987	3241
11429	9746	13936	10773
1011	511	5418	1174
14560	13532	13072	14905
11393	8867	12705	7789
12144	10436	14911	10145
3422	4676	5946	2425
1495	3906	4054	1426
1617	3254	889	836
7273	11431	4122	9111
1574	3263	4025	2264
8000	3740	3169	1497
7744	5302	6009	9501
7867	5020	8793	2029
867	1975	5722	812
6848	4376	11866	1172
13558	9564	11413	10330
4446	1921	4817	1353
7307	11312	6728	6936
1159	6911	2334	2213
11645	12923	11550	11562
12469	3177	122	3332
4366	3176	1126	4369
8728	12312	9061	12990
10865	6614	12501	11440
13895	4551	7419	9634
7529	9633	15066	4037
6431	8314	10547	9340
5939	8514	7005	7626
6131	8019	8946	10310
7383	2459	4435	3254
8839	12275	7757	6892
5620	6807	5992	4759
6654	5008	8246	5067
11876	12895	3914	4583
8593	2195	12517	8212
3614	1010	3322	7853
10585	3760	4154	4543
11203	10686	7214	7793
4243	8730	5554	8861
3229	3108	2383	842
838	961	275	2133
10803	11263	6495	9265
8799	13229	14773	14330
11711	10340	12846	10491
11664	8464	6433	8332
1641	3850	514	4262
10906	4510	430	671
9719	4321	8033	12154
10869	6631	4766	7756
9057	9706	12402	13586
14780	13962	15138	14096
14109	13632	13980	13675
9069	12728	13036	11014
10808	12797	15208	12390
4597	8	4992	24
9884	14845	12596	12740
2306	3668	1909	5222
9401	11824	10463	8277
15411	15131	9703	14820
14913	14563	9816	13825
14421	14638	12079	13986
4140	2364	2261	20
2242	697	1545	9259
6591	1561	5143	6607
14169	10268	11913	13042
8238	7250	5132	3675
10747	3096	3085	4750
14835	13018	15330	11913
11124	10053	13439	10924
12943	13716	10326	6483
8351	10080	4730	9204
9217	12446	12720	8704
11386	13385	13185	10860
14152	15363	14959	14993
15035	13940	9285	8863
9766	8182	9113	12334
14102	14199	4962	11372
13618	13246	3722	11544
13185	7317	5774	7247
4990	8706	4983	7011
9311	8329	4679	9386
5	34	4960	1813
12393	8566	15231	9799
6943	8809	4215	5027
7507	2804	11519	11417
2568	4984	1885	3118
8472	8016	10516	10612
8866	6776	9479	8117
7490	6891	11645	11589
3106	813	7311	10536
392	4348	11296	5141
1493	1081	3424	7662
2781	3491	11049	11291
8490	9791	8044	6512
6103	286	10227	9093
11158	8037	8161	6649
8127	4726	9208	10007
10769	9471	12776	9016
4509	7533	9108	8485
8954	8453	7361	10063
8953	8454	7360	10062
10303	9861	11375	6291
7056	7638	7003	8671
7239	6948	11298	6840
9925	10620	11353	8771
28	8826	7737	6635
12552	6885	7566	10047
8278	5212	8443	11132
1927	4598	13697	9473
