sample	type
TCGA.BH.A0BJ.11	BRCA.norm
TCGA.E2.A1LS.11	BRCA.norm
TCGA.BH.A0E1.11	BRCA.norm
TCGA.E2.A153.11	BRCA.norm
TCGA.E2.A1IG.11	BRCA.norm
TCGA.BH.A0AY.11	BRCA.norm
TCGA.BH.A0E0.11	BRCA.norm
TCGA.E9.A1RI.11	BRCA.norm
TCGA.BH.A0BQ.11	BRCA.norm
TCGA.BH.A0DH.11	BRCA.norm
TCGA.BH.A0DZ.11	BRCA.norm
TCGA.E9.A1RD.11	BRCA.norm
TCGA.BH.A0HK.11	BRCA.norm
TCGA.A7.A0CH.11	BRCA.norm
TCGA.E9.A1N5.11	BRCA.norm
TCGA.A7.A0D9.11	BRCA.norm
TCGA.BH.A18Q.11	BRCA.norm
TCGA.A7.A13E.11	BRCA.norm
TCGA.BH.A0DP.11	BRCA.norm
TCGA.BH.A18U.11	BRCA.norm
TCGA.E2.A15I.11	BRCA.norm
TCGA.BH.A1FE.11	BRCA.norm
TCGA.BH.A1FJ.11	BRCA.norm
TCGA.BH.A18N.11	BRCA.norm
TCGA.E9.A1NA.11	BRCA.norm
TCGA.BH.A0AZ.11	BRCA.norm
TCGA.E9.A1N4.11	BRCA.norm
TCGA.BH.A0B8.11	BRCA.norm
TCGA.BH.A0DQ.11	BRCA.norm
TCGA.FU.A3EO.11	CESC.norm
TCGA.MY.A5BF.11	CESC.norm
TCGA.HM.A3JJ.11	CESC.norm
TCGA.W5.AA34.11	CHOL.norm
TCGA.W5.AA2U.11	CHOL.norm
TCGA.W5.AA2X.11	CHOL.norm
TCGA.W5.AA2I.11	CHOL.norm
TCGA.W5.AA2R.11	CHOL.norm
TCGA.ZU.A8S4.11	CHOL.norm
TCGA.W5.AA2Q.11	CHOL.norm
TCGA.W5.AA30.11	CHOL.norm
TCGA.W5.AA31.11	CHOL.norm
TCGA.AA.3496.11	COAD.norm
TCGA.AA.3531.11	COAD.norm
TCGA.A6.2684.11	COAD.norm
TCGA.AA.3522.11	COAD.norm
TCGA.AZ.6598.11	COAD.norm
TCGA.A6.2675.11	COAD.norm
TCGA.A6.2686.11	COAD.norm
TCGA.A6.5665.11	COAD.norm
TCGA.AA.3516.11	COAD.norm
TCGA.AA.3518.11	COAD.norm
TCGA.AA.3517.11	COAD.norm
TCGA.AA.3534.11	COAD.norm
TCGA.AA.3489.11	COAD.norm
TCGA.AZ.6599.11	COAD.norm
TCGA.AA.3655.11	COAD.norm
TCGA.AA.3712.11	COAD.norm
TCGA.A6.5659.11	COAD.norm
TCGA.AZ.6605.11	COAD.norm
TCGA.AA.3511.11	COAD.norm
TCGA.AA.3514.11	COAD.norm
TCGA.F4.6704.11	COAD.norm
TCGA.A6.2682.11	COAD.norm
TCGA.AA.3525.11	COAD.norm
TCGA.A6.2671.11	COAD.norm
TCGA.AZ.6601.11	COAD.norm
TCGA.AA.3527.11	COAD.norm
TCGA.AZ.6600.11	COAD.norm
TCGA.A6.5662.11	COAD.norm
TCGA.A6.2685.11	COAD.norm
TCGA.AA.3713.11	COAD.norm
TCGA.AA.3660.11	COAD.norm
TCGA.A6.2683.11	COAD.norm
TCGA.AA.3663.11	COAD.norm
TCGA.A6.5667.11	COAD.norm
TCGA.A6.2680.11	COAD.norm
TCGA.AA.3697.11	COAD.norm
TCGA.A6.2679.11	COAD.norm
TCGA.AZ.6603.11	COAD.norm
TCGA.A6.2678.11	COAD.norm
TCGA.AA.3520.11	COAD.norm
TCGA.AA.3662.11	COAD.norm
TCGA.AF.2689.11	COADREAD.norm
TCGA.AA.3496.11	COADREAD.norm
TCGA.AA.3531.11	COADREAD.norm
TCGA.A6.2684.11	COADREAD.norm
TCGA.AA.3522.11	COADREAD.norm
TCGA.AH.6643.11	COADREAD.norm
TCGA.AZ.6598.11	COADREAD.norm
TCGA.A6.2675.11	COADREAD.norm
TCGA.A6.2686.11	COADREAD.norm
TCGA.A6.5665.11	COADREAD.norm
TCGA.AA.3516.11	COADREAD.norm
TCGA.AA.3518.11	COADREAD.norm
TCGA.AF.5654.11	COADREAD.norm
TCGA.AA.3517.11	COADREAD.norm
TCGA.AA.3534.11	COADREAD.norm
TCGA.AF.2692.11	COADREAD.norm
TCGA.AA.3489.11	COADREAD.norm
TCGA.AG.3725.11	COADREAD.norm
TCGA.AZ.6599.11	COADREAD.norm
TCGA.AA.3655.11	COADREAD.norm
TCGA.AA.3712.11	COADREAD.norm
TCGA.A6.5659.11	COADREAD.norm
TCGA.AZ.6605.11	COADREAD.norm
TCGA.AA.3511.11	COADREAD.norm
TCGA.AA.3514.11	COADREAD.norm
TCGA.F4.6704.11	COADREAD.norm
TCGA.AG.3732.11	COADREAD.norm
TCGA.A6.2682.11	COADREAD.norm
TCGA.AF.2691.11	COADREAD.norm
TCGA.AA.3525.11	COADREAD.norm
TCGA.AG.3742.11	COADREAD.norm
TCGA.A6.2671.11	COADREAD.norm
TCGA.AZ.6601.11	COADREAD.norm
TCGA.AA.3527.11	COADREAD.norm
TCGA.AZ.6600.11	COADREAD.norm
TCGA.A6.5662.11	COADREAD.norm
TCGA.A6.2685.11	COADREAD.norm
TCGA.AA.3713.11	COADREAD.norm
TCGA.AA.3660.11	COADREAD.norm
TCGA.A6.2683.11	COADREAD.norm
TCGA.AA.3663.11	COADREAD.norm
TCGA.A6.5667.11	COADREAD.norm
TCGA.A6.2680.11	COADREAD.norm
TCGA.AA.3697.11	COADREAD.norm
TCGA.A6.2679.11	COADREAD.norm
TCGA.AF.3400.11	COADREAD.norm
TCGA.AZ.6603.11	COADREAD.norm
TCGA.A6.2678.11	COADREAD.norm
TCGA.AG.3731.11	COADREAD.norm
TCGA.AA.3520.11	COADREAD.norm
TCGA.AA.3662.11	COADREAD.norm
TCGA.IC.A6RF.11	ESCA.norm
TCGA.L5.A4OR.11	ESCA.norm
TCGA.IC.A6RE.11	ESCA.norm
TCGA.L5.A4OG.11	ESCA.norm
TCGA.L5.A4OF.11	ESCA.norm
TCGA.L5.A4OO.11	ESCA.norm
TCGA.V5.AASX.11	ESCA.norm
TCGA.L5.A4OM.11	ESCA.norm
TCGA.L5.A43C.11	ESCA.norm
TCGA.V5.A7RE.11	ESCA.norm
TCGA.L5.A4OQ.11	ESCA.norm
TCGA.L5.A4OJ.11	ESCA.norm
TCGA.IG.A3I8.11	ESCA.norm
TCGA.06.0675.11	GBM.norm
TCGA.06.AABW.11	GBM.norm
TCGA.06.0678.11	GBM.norm
TCGA.06.0681.11	GBM.norm
TCGA.06.0680.11	GBM.norm
TCGA.CV.7416.11	HNSC.norm
TCGA.CV.7252.11	HNSC.norm
TCGA.CV.7183.11	HNSC.norm
TCGA.CV.7242.11	HNSC.norm
TCGA.CV.7238.11	HNSC.norm
TCGA.HD.8635.11	HNSC.norm
TCGA.CV.6935.11	HNSC.norm
TCGA.HD.A6I0.11	HNSC.norm
TCGA.CV.6962.11	HNSC.norm
TCGA.CV.7423.11	HNSC.norm
TCGA.CV.7255.11	HNSC.norm
TCGA.CV.7432.11	HNSC.norm
TCGA.CV.7250.11	HNSC.norm
TCGA.CV.6938.11	HNSC.norm
TCGA.CV.7425.11	HNSC.norm
TCGA.CV.7440.11	HNSC.norm
TCGA.CV.6960.11	HNSC.norm
TCGA.CV.6936.11	HNSC.norm
TCGA.CV.6959.11	HNSC.norm
TCGA.WA.A7GZ.11	HNSC.norm
TCGA.CV.6943.11	HNSC.norm
TCGA.CV.7097.11	HNSC.norm
TCGA.CV.7437.11	HNSC.norm
TCGA.CV.7235.11	HNSC.norm
TCGA.H7.A6C5.11	HNSC.norm
TCGA.CV.6955.11	HNSC.norm
TCGA.CV.6933.11	HNSC.norm
TCGA.CV.7103.11	HNSC.norm
TCGA.CV.7177.11	HNSC.norm
TCGA.CV.7261.11	HNSC.norm
TCGA.CV.7245.11	HNSC.norm
TCGA.CV.6961.11	HNSC.norm
TCGA.CV.7091.11	HNSC.norm
TCGA.CV.7406.11	HNSC.norm
TCGA.CV.6934.11	HNSC.norm
TCGA.HD.A6HZ.11	HNSC.norm
TCGA.CV.6939.11	HNSC.norm
TCGA.CV.7101.11	HNSC.norm
TCGA.CV.7178.11	HNSC.norm
TCGA.CV.6956.11	HNSC.norm
TCGA.CV.7434.11	HNSC.norm
TCGA.CV.7424.11	HNSC.norm
TCGA.CV.7438.11	HNSC.norm
TCGA.H7.A6C4.11	HNSC.norm
TCGA.KN.8436.11	KICH.norm
TCGA.KN.8422.11	KICH.norm
TCGA.KN.8432.11	KICH.norm
TCGA.KN.8434.11	KICH.norm
TCGA.KN.8437.11	KICH.norm
TCGA.KN.8419.11	KICH.norm
TCGA.KL.8326.11	KICH.norm
TCGA.KL.8329.11	KICH.norm
TCGA.KL.8332.11	KICH.norm
TCGA.KO.8403.11	KICH.norm
TCGA.KN.8427.11	KICH.norm
TCGA.KN.8428.11	KICH.norm
TCGA.KN.8430.11	KICH.norm
TCGA.KN.8424.11	KICH.norm
TCGA.KN.8429.11	KICH.norm
TCGA.KL.8339.11	KICH.norm
TCGA.KN.8433.11	KICH.norm
TCGA.KL.8336.11	KICH.norm
TCGA.KL.8324.11	KICH.norm
TCGA.KN.8423.11	KICH.norm
TCGA.KO.8415.11	KICH.norm
TCGA.KN.8425.11	KICH.norm
TCGA.KN.8426.11	KICH.norm
TCGA.KN.8435.11	KICH.norm
TCGA.KN.8431.11	KICH.norm
TCGA.CZ.5468.11	KIRC.norm
TCGA.CZ.5985.11	KIRC.norm
TCGA.CW.6090.11	KIRC.norm
TCGA.B0.5712.11	KIRC.norm
TCGA.B8.4620.11	KIRC.norm
TCGA.B0.5696.11	KIRC.norm
TCGA.CZ.5982.11	KIRC.norm
TCGA.B0.5690.11	KIRC.norm
TCGA.B2.5641.11	KIRC.norm
TCGA.B0.5697.11	KIRC.norm
TCGA.CZ.5455.11	KIRC.norm
TCGA.CW.5585.11	KIRC.norm
TCGA.CZ.5469.11	KIRC.norm
TCGA.CJ.5679.11	KIRC.norm
TCGA.CJ.5672.11	KIRC.norm
TCGA.CZ.4864.11	KIRC.norm
TCGA.B0.5711.11	KIRC.norm
TCGA.CZ.5987.11	KIRC.norm
TCGA.CZ.5470.11	KIRC.norm
TCGA.B2.5636.11	KIRC.norm
TCGA.CZ.5456.11	KIRC.norm
TCGA.CZ.5451.11	KIRC.norm
TCGA.CW.5581.11	KIRC.norm
TCGA.CZ.5466.11	KIRC.norm
TCGA.CW.5587.11	KIRC.norm
TCGA.CZ.5453.11	KIRC.norm
TCGA.B0.5703.11	KIRC.norm
TCGA.CZ.4863.11	KIRC.norm
TCGA.CZ.4865.11	KIRC.norm
TCGA.B8.4619.11	KIRC.norm
TCGA.CJ.5676.11	KIRC.norm
TCGA.CW.5580.11	KIRC.norm
TCGA.CJ.6033.11	KIRC.norm
TCGA.CZ.5452.11	KIRC.norm
TCGA.A3.3358.11	KIRC.norm
TCGA.CZ.5988.11	KIRC.norm
TCGA.B0.5701.11	KIRC.norm
TCGA.CZ.5984.11	KIRC.norm
TCGA.CZ.5986.11	KIRC.norm
TCGA.CJ.5689.11	KIRC.norm
TCGA.CW.5584.11	KIRC.norm
TCGA.CJ.6030.11	KIRC.norm
TCGA.CJ.5681.11	KIRC.norm
TCGA.B8.4622.11	KIRC.norm
TCGA.A3.3387.11	KIRC.norm
TCGA.B0.5402.11	KIRC.norm
TCGA.CZ.5462.11	KIRC.norm
TCGA.B0.4712.11	KIRC.norm
TCGA.B0.5705.11	KIRC.norm
TCGA.B0.5706.11	KIRC.norm
TCGA.CW.5589.11	KIRC.norm
TCGA.B8.5549.11	KIRC.norm
TCGA.B0.5709.11	KIRC.norm
TCGA.CJ.5680.11	KIRC.norm
TCGA.B0.5694.11	KIRC.norm
TCGA.B0.4700.11	KIRC.norm
TCGA.B0.5691.11	KIRC.norm
TCGA.B0.5699.11	KIRC.norm
TCGA.CZ.5458.11	KIRC.norm
TCGA.CZ.5989.11	KIRC.norm
TCGA.CJ.5678.11	KIRC.norm
TCGA.CW.5591.11	KIRC.norm
TCGA.CZ.5467.11	KIRC.norm
TCGA.CZ.5463.11	KIRC.norm
TCGA.CZ.5457.11	KIRC.norm
TCGA.CW.6087.11	KIRC.norm
TCGA.CZ.5465.11	KIRC.norm
TCGA.CZ.5454.11	KIRC.norm
TCGA.B8.5552.11	KIRC.norm
TCGA.CZ.5461.11	KIRC.norm
TCGA.CJ.5677.11	KIRC.norm
TCGA.CW.6088.11	KIRC.norm
TCGA.BQ.5878.11	KIRP.norm
TCGA.BQ.5877.11	KIRP.norm
TCGA.DZ.6133.11	KIRP.norm
TCGA.BQ.7051.11	KIRP.norm
TCGA.BQ.7046.11	KIRP.norm
TCGA.BQ.5882.11	KIRP.norm
TCGA.BQ.5890.11	KIRP.norm
TCGA.BQ.5887.11	KIRP.norm
TCGA.BQ.5879.11	KIRP.norm
TCGA.GL.7966.11	KIRP.norm
TCGA.A4.A4ZT.11	KIRP.norm
TCGA.DZ.6132.11	KIRP.norm
TCGA.BQ.5894.11	KIRP.norm
TCGA.BQ.7061.11	KIRP.norm
TCGA.GL.6846.11	KIRP.norm
TCGA.DZ.6134.11	KIRP.norm
TCGA.BQ.7044.11	KIRP.norm
TCGA.DZ.6131.11	KIRP.norm
TCGA.BQ.7045.11	KIRP.norm
TCGA.B9.4115.11	KIRP.norm
TCGA.A4.A57E.11	KIRP.norm
TCGA.GL.A59R.11	KIRP.norm
TCGA.P4.A5ED.11	KIRP.norm
TCGA.P4.A5E8.11	KIRP.norm
TCGA.Y8.A8RY.11	KIRP.norm
TCGA.BQ.7055.11	KIRP.norm
TCGA.BQ.5891.11	KIRP.norm
TCGA.BQ.5875.11	KIRP.norm
TCGA.BQ.5884.11	KIRP.norm
TCGA.GL.A9DE.11	KIRP.norm
TCGA.BQ.5888.11	KIRP.norm
TCGA.BQ.7059.11	KIRP.norm
TCGA.DD.A113.11	LIHC.norm
TCGA.DD.A3A2.11	LIHC.norm
TCGA.BC.A10Q.11	LIHC.norm
TCGA.EP.A26S.11	LIHC.norm
TCGA.DD.A114.11	LIHC.norm
TCGA.G3.A3CH.11	LIHC.norm
TCGA.DD.A1EE.11	LIHC.norm
TCGA.DD.A119.11	LIHC.norm
TCGA.DD.A1EL.11	LIHC.norm
TCGA.DD.A3A3.11	LIHC.norm
TCGA.DD.A3A1.11	LIHC.norm
TCGA.DD.A1EG.11	LIHC.norm
TCGA.DD.A11B.11	LIHC.norm
TCGA.DD.A116.11	LIHC.norm
TCGA.BC.A10X.11	LIHC.norm
TCGA.BC.A216.11	LIHC.norm
TCGA.FV.A3I0.11	LIHC.norm
TCGA.BC.A10W.11	LIHC.norm
TCGA.FV.A3I1.11	LIHC.norm
TCGA.BD.A2L6.11	LIHC.norm
TCGA.FV.A23B.11	LIHC.norm
TCGA.FV.A2QR.11	LIHC.norm
TCGA.BC.A10R.11	LIHC.norm
TCGA.BC.A110.11	LIHC.norm
TCGA.DD.A39W.11	LIHC.norm
TCGA.BC.A10U.11	LIHC.norm
TCGA.DD.A11A.11	LIHC.norm
TCGA.DD.A1EH.11	LIHC.norm
TCGA.BC.A10Y.11	LIHC.norm
TCGA.EP.A3RK.11	LIHC.norm
TCGA.DD.A3A5.11	LIHC.norm
TCGA.DD.A1EI.11	LIHC.norm
TCGA.DD.A3A8.11	LIHC.norm
TCGA.DD.A1EC.11	LIHC.norm
TCGA.BC.A10T.11	LIHC.norm
TCGA.FV.A3R2.11	LIHC.norm
TCGA.DD.A1EB.11	LIHC.norm
TCGA.DD.A1EJ.11	LIHC.norm
TCGA.DD.A39Z.11	LIHC.norm
TCGA.BD.A3EP.11	LIHC.norm
TCGA.DD.A39V.11	LIHC.norm
TCGA.DD.A3A4.11	LIHC.norm
TCGA.ES.A2HT.11	LIHC.norm
TCGA.BC.A10Z.11	LIHC.norm
TCGA.DD.A11C.11	LIHC.norm
TCGA.DD.A118.11	LIHC.norm
TCGA.DD.A11D.11	LIHC.norm
TCGA.EP.A12J.11	LIHC.norm
TCGA.DD.A3A6.11	LIHC.norm
TCGA.DD.A39X.11	LIHC.norm
TCGA.50.5936.11	LUAD.norm
TCGA.49.6761.11	LUAD.norm
TCGA.44.2657.11	LUAD.norm
TCGA.73.4676.11	LUAD.norm
TCGA.44.6147.11	LUAD.norm
TCGA.49.6743.11	LUAD.norm
TCGA.55.6968.11	LUAD.norm
TCGA.50.5939.11	LUAD.norm
TCGA.44.2665.11	LUAD.norm
TCGA.49.6745.11	LUAD.norm
TCGA.91.6836.11	LUAD.norm
TCGA.49.6744.11	LUAD.norm
TCGA.44.6145.11	LUAD.norm
TCGA.50.5931.11	LUAD.norm
TCGA.44.6776.11	LUAD.norm
TCGA.91.6831.11	LUAD.norm
TCGA.44.6778.11	LUAD.norm
TCGA.44.2661.11	LUAD.norm
TCGA.55.6986.11	LUAD.norm
TCGA.55.6975.11	LUAD.norm
TCGA.55.6979.11	LUAD.norm
TCGA.50.5935.11	LUAD.norm
TCGA.55.6982.11	LUAD.norm
TCGA.50.5930.11	LUAD.norm
TCGA.50.5933.11	LUAD.norm
TCGA.55.6969.11	LUAD.norm
TCGA.55.6972.11	LUAD.norm
TCGA.55.6971.11	LUAD.norm
TCGA.44.3396.11	LUAD.norm
TCGA.50.5932.11	LUAD.norm
TCGA.44.3398.11	LUAD.norm
TCGA.44.5645.11	LUAD.norm
TCGA.91.6847.11	LUAD.norm
TCGA.44.6146.11	LUAD.norm
TCGA.44.2655.11	LUAD.norm
TCGA.91.6829.11	LUAD.norm
TCGA.44.6144.11	LUAD.norm
TCGA.44.2662.11	LUAD.norm
TCGA.50.6595.11	LUAD.norm
TCGA.44.2668.11	LUAD.norm
TCGA.55.6980.11	LUAD.norm
TCGA.49.4512.11	LUAD.norm
TCGA.38.4625.11	LUAD.norm
TCGA.38.4627.11	LUAD.norm
TCGA.91.6849.11	LUAD.norm
TCGA.49.4490.11	LUAD.norm
TCGA.91.6828.11	LUAD.norm
TCGA.44.6148.11	LUAD.norm
TCGA.55.6983.11	LUAD.norm
TCGA.55.6985.11	LUAD.norm
TCGA.38.4632.11	LUAD.norm
TCGA.38.4626.11	LUAD.norm
TCGA.91.6835.11	LUAD.norm
TCGA.55.6984.11	LUAD.norm
TCGA.55.6978.11	LUAD.norm
TCGA.55.6970.11	LUAD.norm
TCGA.49.6742.11	LUAD.norm
TCGA.44.6777.11	LUAD.norm
TCGA.55.6981.11	LUAD.norm
TCGA.77.7338.11	LUSC.norm
TCGA.56.7582.11	LUSC.norm
TCGA.51.4081.11	LUSC.norm
TCGA.22.5491.11	LUSC.norm
TCGA.77.7335.11	LUSC.norm
TCGA.43.7657.11	LUSC.norm
TCGA.22.4609.11	LUSC.norm
TCGA.33.4587.11	LUSC.norm
TCGA.56.7580.11	LUSC.norm
TCGA.56.7731.11	LUSC.norm
TCGA.56.8309.11	LUSC.norm
TCGA.56.7730.11	LUSC.norm
TCGA.51.4080.11	LUSC.norm
TCGA.39.5040.11	LUSC.norm
TCGA.43.3394.11	LUSC.norm
TCGA.43.6773.11	LUSC.norm
TCGA.56.7823.11	LUSC.norm
TCGA.43.6771.11	LUSC.norm
TCGA.56.8201.11	LUSC.norm
TCGA.22.5471.11	LUSC.norm
TCGA.22.5478.11	LUSC.norm
TCGA.43.6647.11	LUSC.norm
TCGA.34.8454.11	LUSC.norm
TCGA.43.6143.11	LUSC.norm
TCGA.85.7710.11	LUSC.norm
TCGA.56.8082.11	LUSC.norm
TCGA.43.7658.11	LUSC.norm
TCGA.33.6737.11	LUSC.norm
TCGA.43.5670.11	LUSC.norm
TCGA.77.7142.11	LUSC.norm
TCGA.22.5482.11	LUSC.norm
TCGA.51.4079.11	LUSC.norm
TCGA.22.5481.11	LUSC.norm
TCGA.77.7337.11	LUSC.norm
TCGA.77.8008.11	LUSC.norm
TCGA.56.8623.11	LUSC.norm
TCGA.58.8386.11	LUSC.norm
TCGA.92.7340.11	LUSC.norm
TCGA.90.7767.11	LUSC.norm
TCGA.56.7222.11	LUSC.norm
TCGA.56.8083.11	LUSC.norm
TCGA.34.7107.11	LUSC.norm
TCGA.22.5489.11	LUSC.norm
TCGA.77.7138.11	LUSC.norm
TCGA.90.6837.11	LUSC.norm
TCGA.22.5483.11	LUSC.norm
TCGA.60.2709.11	LUSC.norm
TCGA.77.8007.11	LUSC.norm
TCGA.22.5472.11	LUSC.norm
TCGA.22.4593.11	LUSC.norm
TCGA.H6.A45N.11	PAAD.norm
TCGA.YB.A89D.11	PAAD.norm
TCGA.H6.8124.11	PAAD.norm
TCGA.HV.A5A3.11	PAAD.norm
TCGA.P8.A5KD.11	PCPG.norm
TCGA.SQ.A6I4.11	PCPG.norm
TCGA.P8.A5KC.11	PCPG.norm
TCGA.G9.6351.11	PRAD.norm
TCGA.G9.6496.11	PRAD.norm
TCGA.EJ.7794.11	PRAD.norm
TCGA.HC.7738.11	PRAD.norm
TCGA.EJ.7789.11	PRAD.norm
TCGA.HC.7742.11	PRAD.norm
TCGA.HC.8259.11	PRAD.norm
TCGA.J4.A83J.11	PRAD.norm
TCGA.HC.7737.11	PRAD.norm
TCGA.HC.7211.11	PRAD.norm
TCGA.EJ.7786.11	PRAD.norm
TCGA.HC.8260.11	PRAD.norm
TCGA.HC.8258.11	PRAD.norm
TCGA.G9.6356.11	PRAD.norm
TCGA.CH.5761.11	PRAD.norm
TCGA.EJ.7783.11	PRAD.norm
TCGA.EJ.7782.11	PRAD.norm
TCGA.HC.7740.11	PRAD.norm
TCGA.G9.6499.11	PRAD.norm
TCGA.EJ.A8FO.11	PRAD.norm
TCGA.EJ.7115.11	PRAD.norm
TCGA.CH.5769.11	PRAD.norm
TCGA.HC.8262.11	PRAD.norm
TCGA.EJ.7321.11	PRAD.norm
TCGA.EJ.7125.11	PRAD.norm
TCGA.G9.6384.11	PRAD.norm
TCGA.EJ.7330.11	PRAD.norm
TCGA.G9.6342.11	PRAD.norm
TCGA.EJ.7797.11	PRAD.norm
TCGA.EJ.7123.11	PRAD.norm
TCGA.G9.6348.11	PRAD.norm
TCGA.EJ.7792.11	PRAD.norm
TCGA.G9.6333.11	PRAD.norm
TCGA.EJ.7784.11	PRAD.norm
TCGA.G9.6363.11	PRAD.norm
TCGA.EJ.7317.11	PRAD.norm
TCGA.HC.7745.11	PRAD.norm
TCGA.HC.7819.11	PRAD.norm
TCGA.HC.7747.11	PRAD.norm
TCGA.G9.6362.11	PRAD.norm
TCGA.CH.5767.11	PRAD.norm
TCGA.EJ.7328.11	PRAD.norm
TCGA.EJ.7793.11	PRAD.norm
TCGA.EJ.7314.11	PRAD.norm
TCGA.CH.5768.11	PRAD.norm
TCGA.HC.7752.11	PRAD.norm
TCGA.EJ.7785.11	PRAD.norm
TCGA.EJ.7315.11	PRAD.norm
TCGA.EJ.7331.11	PRAD.norm
TCGA.EJ.7327.11	PRAD.norm
TCGA.G9.6365.11	PRAD.norm
TCGA.EJ.7781.11	PRAD.norm
TCGA.AF.2689.11	READ.norm
TCGA.AH.6643.11	READ.norm
TCGA.AF.5654.11	READ.norm
TCGA.AF.2692.11	READ.norm
TCGA.AG.3725.11	READ.norm
TCGA.AG.3732.11	READ.norm
TCGA.AF.2691.11	READ.norm
TCGA.AG.3742.11	READ.norm
TCGA.AF.3400.11	READ.norm
TCGA.AG.3731.11	READ.norm
TCGA.K1.A3PO.11	SARC.norm
TCGA.FX.A2QS.11	SARC.norm
dat	SKCM.norm
TCGA.BR.7715.11	STAD.norm
TCGA.HU.A4GP.11	STAD.norm
TCGA.HU.A4GN.11	STAD.norm
TCGA.IN.AB1X.11	STAD.norm
TCGA.IP.7968.11	STAD.norm
TCGA.BR.6564.11	STAD.norm
TCGA.FP.7735.11	STAD.norm
TCGA.CG.5720.11	STAD.norm
TCGA.BR.6852.11	STAD.norm
TCGA.BR.7716.11	STAD.norm
TCGA.CG.5728.11	STAD.norm
TCGA.BR.7717.11	STAD.norm
TCGA.IN.8663.11	STAD.norm
TCGA.BR.6458.11	STAD.norm
TCGA.BR.6453.11	STAD.norm
TCGA.CG.5730.11	STAD.norm
TCGA.BR.6457.11	STAD.norm
TCGA.CG.5734.11	STAD.norm
TCGA.IN.AB1V.11	STAD.norm
TCGA.HU.A4GH.11	STAD.norm
TCGA.HU.A4G3.11	STAD.norm
TCGA.BR.6802.11	STAD.norm
TCGA.IN.7806.11	STAD.norm
TCGA.CG.5733.11	STAD.norm
TCGA.BR.7851.11	STAD.norm
TCGA.BR.6454.11	STAD.norm
TCGA.BR.7704.11	STAD.norm
TCGA.HU.A4GC.11	STAD.norm
TCGA.HU.8238.11	STAD.norm
TCGA.CG.5722.11	STAD.norm
TCGA.HU.A4HB.11	STAD.norm
TCGA.IN.8462.11	STAD.norm
TCGA.HU.A4GY.11	STAD.norm
TCGA.FP.7829.11	STAD.norm
TCGA.EL.A3T1.11	THCA.norm
TCGA.EM.A1CW.11	THCA.norm
TCGA.ET.A2MX.11	THCA.norm
TCGA.EL.A3N3.11	THCA.norm
TCGA.ET.A3DP.11	THCA.norm
TCGA.EL.A3H1.11	THCA.norm
TCGA.EL.A3T8.11	THCA.norm
TCGA.EL.A3ZG.11	THCA.norm
TCGA.EL.A3ZL.11	THCA.norm
TCGA.EL.A3GZ.11	THCA.norm
TCGA.EL.A3MY.11	THCA.norm
TCGA.EL.A3ZH.11	THCA.norm
TCGA.EL.A3ZR.11	THCA.norm
TCGA.EM.A1CU.11	THCA.norm
TCGA.DO.A1JZ.11	THCA.norm
TCGA.BJ.A28X.11	THCA.norm
TCGA.BJ.A290.11	THCA.norm
TCGA.EL.A3T7.11	THCA.norm
TCGA.EM.A3ST.11	THCA.norm
TCGA.EL.A3ZK.11	THCA.norm
TCGA.KS.A41J.11	THCA.norm
TCGA.EM.A1CT.11	THCA.norm
TCGA.EL.A3MX.11	THCA.norm
TCGA.EL.A3T6.11	THCA.norm
TCGA.EM.A1CS.11	THCA.norm
TCGA.EL.A3MW.11	THCA.norm
TCGA.BJ.A3PR.11	THCA.norm
TCGA.BJ.A2N7.11	THCA.norm
TCGA.EL.A3ZQ.11	THCA.norm
TCGA.EL.A3ZM.11	THCA.norm
TCGA.H2.A3RI.11	THCA.norm
TCGA.FY.A3TY.11	THCA.norm
TCGA.EM.A1CV.11	THCA.norm
TCGA.ET.A2N5.11	THCA.norm
TCGA.EM.A1YC.11	THCA.norm
TCGA.EL.A3H2.11	THCA.norm
TCGA.EL.A3TB.11	THCA.norm
TCGA.EL.A3N2.11	THCA.norm
TCGA.E8.A2JQ.11	THCA.norm
TCGA.EL.A3H7.11	THCA.norm
TCGA.BJ.A3PU.11	THCA.norm
TCGA.EL.A3T0.11	THCA.norm
TCGA.BJ.A28W.11	THCA.norm
TCGA.BJ.A2N9.11	THCA.norm
TCGA.GE.A2C6.11	THCA.norm
TCGA.EL.A3ZT.11	THCA.norm
TCGA.KS.A41I.11	THCA.norm
TCGA.BJ.A2N8.11	THCA.norm
TCGA.EL.A3ZO.11	THCA.norm
TCGA.BJ.A2NA.11	THCA.norm
TCGA.EL.A3TA.11	THCA.norm
TCGA.KS.A41L.11	THCA.norm
TCGA.BJ.A28R.11	THCA.norm
TCGA.EL.A3ZS.11	THCA.norm
TCGA.EL.A3T3.11	THCA.norm
TCGA.ET.A3DW.11	THCA.norm
TCGA.H2.A2K9.11	THCA.norm
TCGA.EL.A3T2.11	THCA.norm
TCGA.EL.A3ZP.11	THCA.norm
TCGA.X7.A8D6.11	THYM.norm
TCGA.X7.A8D7.11	THYM.norm
TCGA.FL.A1YL.11	UCEC.norm
TCGA.FL.A1YN.11	UCEC.norm
TCGA.BG.A3PP.11	UCEC.norm
TCGA.AX.A2HD.11	UCEC.norm
TCGA.DI.A2QY.11	UCEC.norm
